date,close,close_raw,open,high,low,tvol,tamt,sign
2008-09-05,4.8174,159.495,4.7696,4.8842,4.7413,28103000.0,4482280000.0,5
2008-09-08,4.7495,157.245,4.9495,4.9591,4.5551,37365400.0,5875520000.0,5
2008-09-09,4.5618,151.032,4.7176,4.8108,4.505,44465200.0,6715660000.0,5
2008-09-10,4.5597,150.962,4.5811,4.6613,4.4752,34761600.0,5247680000.0,5
2008-09-11,4.591,151.997,4.4566,4.6012,4.391,34683300.0,5271760000.0,2
2008-09-12,4.4794,148.303,4.5386,4.5386,4.406,28332400.0,4201780000.0,5
2008-09-15,4.2214,139.76,4.2716,4.4418,4.2214,32879800.0,4595280000.0,5
2008-09-16,4.2069,139.282,4.0259,4.2857,3.9744,42851300.0,5968410000.0,5
2008-09-17,3.8445,127.284,4.1651,4.1657,3.8445,42873300.0,5457090000.0,5
2008-09-18,4.0328,133.517,3.9269,4.0731,3.6295,59866200.0,7993150000.0,2
2008-09-19,4.2379,140.308,4.2887,4.3369,4.0995,51134000.0,7174520000.0,2
2008-09-22,3.9414,130.49,4.2087,4.218,3.9296,30596900.0,3992590000.0,5
2008-09-23,3.8147,126.298,3.9654,4.0842,3.8093,45827200.0,5787880000.0,5
2008-09-24,3.871,128.16,3.8277,3.9383,3.7639,37405900.0,4793940000.0,2
2008-09-25,3.9678,131.366,3.9038,4.0538,3.8653,35930100.0,4720000000.0,2
2008-09-26,3.8568,127.692,3.7567,3.9038,3.6992,40230300.0,5137090000.0,5
2008-09-29,3.1657,104.81,3.5976,3.5994,3.0253,93644800.0,9814910000.0,5
2008-09-30,3.4183,113.174,3.2556,3.4586,3.197,58133800.0,6579230000.0,2
2008-10-01,3.2818,108.654,3.366,3.3793,3.2298,46335500.0,5034530000.0,5
2008-10-02,3.0105,99.672,3.2484,3.2719,3.0075,57518500.0,5732990000.0,5
2008-10-03,2.9194,96.655,3.1278,3.203,2.8466,82140300.0,7939270000.0,5
2008-10-06,2.9516,97.72,2.7657,2.9708,2.6328,75279600.0,7356330000.0,2
2008-10-07,2.6815,88.779,3.0219,3.0526,2.6752,67206000.0,5966480000.0,5
2008-10-08,2.7004,89.406,2.5838,2.8971,2.5768,78903000.0,7054400000.0,2
2008-10-09,2.6689,88.361,2.8075,2.8812,2.6045,57792500.0,5106600000.0,5
2008-10-10,2.9113,96.386,2.5775,3.0075,2.5564,79296500.0,7643070000.0,2
2008-10-13,3.3161,109.789,3.1444,3.3242,3.0382,55017200.0,6040280000.0,2
2008-10-14,3.1302,103.635,3.4965,3.5007,3.102,70799600.0,7337320000.0,5
2008-10-15,2.9459,97.531,3.123,3.2181,2.9441,56577700.0,5518080000.0,5
2008-10-16,3.0643,101.454,3.0006,3.1107,2.7591,70732900.0,7176130000.0,2
2008-10-17,2.9293,96.984,2.9955,3.0689,2.583,62969700.0,6107050000.0,5
2008-10-20,2.9606,98.019,3.0009,3.0084,2.8162,55327400.0,5423140000.0,2
2008-10-21,2.7516,91.099,2.9158,2.9443,2.7416,78344900.0,7137140000.0,5
2008-10-22,2.9134,96.456,2.9284,3.0451,2.7949,80314600.0,7746820000.0,2
2008-10-23,2.9543,97.81,2.9025,2.985,2.7639,59836800.0,5852630000.0,2
2008-10-24,2.8986,95.968,2.7167,2.9443,2.7101,56787800.0,5449810000.0,5
2008-10-27,2.7696,91.696,2.8593,2.9363,2.7627,43192500.0,3960580000.0,5
2008-10-28,3.0048,99.483,2.8701,3.0225,2.778,58418200.0,5811620000.0,2
2008-10-29,3.1444,104.103,3.0334,3.2944,3.0057,69761300.0,7262370000.0,2
2008-10-30,3.3395,110.565,3.255,3.3741,3.2364,58503100.0,6468400000.0,2
